E_i,Relative Error
0.08726646259971647,0.0
0.09598203687448228,0.09080422294187557
0.09684993574995318,0.008961274664256199
0.09693632254595712,0.0008911705512965126
0.0969449207061055,8.869118759140638e-05
0.09694577648522953,8.82739975957075e-06
0.09694586166130904,8.785942798316347e-07
0.096945870138922,8.7446870575392e-08
